step_i,ReactantA,amountA,ReactantB,amountB,ReactantC,amountC,ReactantD,amountD,ReactantE,amountE,ReactantF,amountF,Intermediate,temperature,time,atmosphere,active_site,metal_metal_distance,FileName,coordinationtypeA,numbersA,coordinationtypeB,numbersB,coordinationtypeC,numbersC,stir,stir_time,stir_temperature
2,"Fe,Zr-ZIF precursor",,,,,,,,,,,,"Fe,Zr-NC",950.00,2.00,AR,Fe-N4 and Zr-N4 sites on N-doped carbon,,advanced science 2025 qiu atomically dispersed zr n moieties modulate fe coordin.json,N,4,N,4,,,,,
1,urea,20 g,,,,,,,,,,,CN,,,AIR,CoMn/CNinter DSACs,,angstrom confinement triggered adaptive spin state transition of comn dual singl.json,N,3.93,N,,,,,,550.00
2,CN,1 g,KCl,1.1 g,LiCl,0.9 g,,,,,,,K-CN,,,N2,CoMn/CNinter DSACs,,angstrom confinement triggered adaptive spin state transition of comn dual singl.json,N,3.93,N,,,,,,550.00
3,MnCl2·4H2O (manganese(II) chloride tetrahydrate),0.9085 g,H2O (deionized water),37.5 mL,NH3·H2O (aqueous ammonia),2.0 mL,K-CN,200.0 mg,H2O (deionized water),200.0 mL,,,Mn-NH4+/K-CN precursor,,,AIR,CoMn/CNinter DSACs,,angstrom confinement triggered adaptive spin state transition of comn dual singl.json,N,3.93,N,,,,,,25.00
4,Mn-NH4+/K-CN precursor,,,,,,,,,,,,Mn/CNinter SACs,550.00,4.00,N2,CoMn/CNinter DSACs,,angstrom confinement triggered adaptive spin state transition of comn dual singl.json,N,3.93,N,,,,,,
1,Co(NO3)2·6H2O (cobalt(II) nitrate hexahydrate),104 mg,Zn(NO3)2·6H2O (zinc(II) nitrate hexahydrate),856 mg,H2NCSNH2 (thiourea),101.5 mg,Mn(acac)3 (manganese(III) acetylacetonate),252 mg,"CH3I (2-methylimidazole, abbreviated as 2-Melm in text)",2.35 g,CH3OH (methanol),100 mL (50 mL + 50 mL),CoMn-ZIF,,,AIR,CoN2S-MnN3,2.463 Å,asymmetric charge distributed co mn diatomic catalyst enables efficient oxygen r.json,"N, S",,N,3.12,,,,,25.00
2,CoMn-ZIF,powder,,,,,,,,,,,CoMn-NSC,1000.00,2.00,AR,CoN2S-MnN3,2.463 Å,asymmetric charge distributed co mn diatomic catalyst enables efficient oxygen r.json,"N, S",,N,3.12,,,,,
1,SiO2 nanospheres,1 g,H2O (deionized water),100 mL,C8H11NO2·HCl (dopamine hydrochloride),360 mg,C4H11NO3 (Tris base),120 mg,Mn(CH3COO)2·4H2O (manganese acetate tetrahydrate),10 mg,,,Mn-doped polydopamine@SiO2,,,AIR,Mn–S catalytic pair,,atomic metal nonmetal catalytic pair cooperatively drives efficient enzyme mimet.json,"N, C, S",,"C, Mn",,,,,,25.00
2,Mn-doped polydopamine@SiO2,as obtained from step 1,CH4N2S (thiourea),mass ratio 1:5 vs Mn-doped polydopamine@SiO2,,,,,,,,,carbonized Mn-S/NSHCS@SiO2,,,N2,Mn–S catalytic pair,,atomic metal nonmetal catalytic pair cooperatively drives efficient enzyme mimet.json,"N, C, S",,"C, Mn",,,,,,850.00
3,carbonized Mn-S/NSHCS@SiO2,as obtained from step 2,"HF (hydrofluoric acid, 10% aqueous solution)",,,,,,,,,,Mn₁-S/NSHCS,80.00,24.00,N2,Mn–S catalytic pair,,atomic metal nonmetal catalytic pair cooperatively drives efficient enzyme mimet.json,"N, C, S",,"C, Mn",,,,,,
1,Fe-MOF-5 precursor,,"PVP (polyvinylpyrrolidone, Mw: 40000)",,,,,,,,,,Fe-MOF-5,,,AIR,FeN₄ and ZnN₄ on N-doped hierarchical porous carbon,,atomically dispersed iron zinc dual metal sites to boost catalytic oxygen reduct.json,N,4,N,4,,,yes,1.00,25.00
2,Fe-MOF-5,,cyanamide,,,,,,,,,,FeZn NC-800,,,N₂,FeN₄ and ZnN₄ on N-doped hierarchical porous carbon,,atomically dispersed iron zinc dual metal sites to boost catalytic oxygen reduct.json,N,4,N,4,,,,,800.00
3,FeZn NC-800,,,,,,,,,,,,FeZn NC-800 (final stabilized catalyst),300.00,0.67,CO,FeN₄ and ZnN₄ on N-doped hierarchical porous carbon,,atomically dispersed iron zinc dual metal sites to boost catalytic oxygen reduct.json,N,4,N,4,,,,,
1,Zn(OAc)2·2H2O (zinc acetate dihydrate),,H2BDC (terephthalic acid),,Fe(OAc)2 (iron(II) acetate),,"DMF (N,N-dimethylformamide)",,,,,,FeZn-MOF-5,,,AIR,Fe-N4 and Zn-N4,,atomically dispersed iron zinc dual metal sites to boost catalytic.json,N,4,N,4,,,,,25.00
2,FeZn-MOF-5,,cyanamide (CA),,,,,,,,,,FeZn-NC-800,,,AR,Fe-N4 and Zn-N4,,atomically dispersed iron zinc dual metal sites to boost catalytic.json,N,4,N,4,,,,,800.00
3,FeZn-NC-800,,KOH (potassium hydroxide),,,,,,,,,,FeZn-NC-800w/o-CA,25.00,24.00,AIR,Fe-N4 and Zn-N4,,atomically dispersed iron zinc dual metal sites to boost catalytic.json,N,4,N,4,,,,,
1,Zn(NO₃)₂·6H₂O (zinc(II) nitrate hexahydrate),10.5 mmol,2-Methylimidazole,85 mmol,CH₃OH (methanol),150 mL total (100 mL + 50 mL),,,,,,,ZIF-8,,,AIR,,,atomically dispersed ni cu catalysts for ph universal co2 electroreduction.json,,,,,,,,,25.00
2,ZIF-8,as-prepared,Cu(NO₃)₂·3H₂O (copper(II) nitrate trihydrate),0.05 mmol,Ni(NO₃)₂·6H₂O (nickel(II) nitrate hexahydrate),0.3 mmol,C₇H₆N₂ (benzimidazole),5 mmol,C₂H₅OH (ethanol),50 mL + additional for washing,,,CuNi/ZIF-8,25.00,2.00,AIR,,,atomically dispersed ni cu catalysts for ph universal co2 electroreduction.json,,,,,,,yes,2.00,
1,Bi(CH3COO)3 (bismuth acetate),1.3 g,C14H6O9 (ellagic acid),0.5 g,H2O (deionized water),100 mL mixture with 6 vol% acetic acid,CH3COOH (acetic acid),6 vol% in water,,,,,Bi-MOF (SU-101),,,AIR,Ni-N3 and Bi-N4 on ultrathin nitrogeneous carbon nanosheets,,atomically dispersed nickel bismuth dual atom sites for high rate.json,N,3,N,4,,,,,25.00
2,Bi-MOF (SU-101),0.1 g,Ni(NO3)2·6H2O (nickel(II) nitrate hexahydrate),"25 mg mL⁻¹, 140 μL",CH3OH (methanol),used to prepare Ni(NO3)2 solution,C6H14 (n-hexane),12 mL,,,,,Ni/Bi-MOF precursor,,,AIR,Ni-N3 and Bi-N4 on ultrathin nitrogeneous carbon nanosheets,,atomically dispersed nickel bismuth dual atom sites for high rate.json,N,3,N,4,,,yes,1.00,25.00
3,Ni/Bi-MOF precursor,0.1 g,C2H4N4 (dicyandiamide),1.0 g,,,,,,,,,Ni/Bi-N-C,1000.00,1.00,AR,Ni-N3 and Bi-N4 on ultrathin nitrogeneous carbon nanosheets,,atomically dispersed nickel bismuth dual atom sites for high rate.json,N,3,N,4,,,,,
1,heme chloride (iron porphyrin),,Zirconium chloride (ZrCl4),,2-Ethylimidazole,,Potassium hydroxide (KOH),,,,,,"Fe,Zr-NC",950.00,,N2,Fe–N–Zr dual sites,,atomically dispersed zr n moieties modulate fe coordination for robust oxygen re.json,N,,N,,,,,,
1,Zn(CH3COO)2·2H2O (zinc acetate dihydrate),4.23 g,CoCl2 (cobalt(II) chloride),9 mg,Na3C6H5O7 (sodium citrate),12 g,H2O (deionized water),180 mL,KOH,4 g,,,Co-ZnO nanosheets,,,AIR,axial oxygen-bridged Fe-O-Co,not specified,axial oxygen bridged dual atom sites break the activity stability trade off in o.json,"N, O",,"N, O",,,,,,60.00
2,Co-ZnO nanosheets,0.75 g,C8H11NO2·HCl (dopamine hydrochloride),1.5 g,"Tris-HCl buffer (10 mM, pH 8.5)",0.5 L,,,,,,,Co-ZnO@PDA,,,AIR,axial oxygen-bridged Fe-O-Co,not specified,axial oxygen bridged dual atom sites break the activity stability trade off in o.json,"N, O",,"N, O",,,,,,25.00
3,Co-ZnO@PDA,0.4 g,C3H6N6 (melamine),4.0 g,FeCl2·4H2O (iron(II) chloride tetrahydrate),2.8 mg,C2H5OH (ethanol),100 mL,,,,,Fe/Co-precursor@melamine-ethanol mixture,,,AIR,axial oxygen-bridged Fe-O-Co,not specified,axial oxygen bridged dual atom sites break the activity stability trade off in o.json,"N, O",,"N, O",,,,,,25.00
4,Fe/Co-precursor@melamine-ethanol mixture (residue after rotary evaporation),,,,,,,,,,,,FeCo DAC,950.00,1.00,N2,axial oxygen-bridged Fe-O-Co,not specified,axial oxygen bridged dual atom sites break the activity stability trade off in o.json,"N, O",,"N, O",,,,,,
1,FeCl3·6H2O (iron(III) chloride hexahydrate),0.5 mmol,Na2MoO4·2H2O (sodium molybdate dihydrate),0.5 mmol,2-methylimidazole (2-MIM),10 mmol,methanol,40 mL,,,,,Fe-Mo-ZIF,,,AIR,Fe-N4 and Mo-N4 bridged by shared N atoms in carbon matrix,2.6 Å,co catalytic fe mo dual atom sites for high efficiency electrochemical ammonia s.json,N,4,N,4,,,,,25.00
2,Fe-Mo-ZIF,as-synthesized,NH4Cl,1 g,,,,,,,,,FeMoNC-3-900,,,N2,Fe-N4 and Mo-N4 bridged by shared N atoms in carbon matrix,2.6 Å,co catalytic fe mo dual atom sites for high efficiency electrochemical ammonia s.json,N,4,N,4,,,,,900.00
3,FeMoNC-3-900,50 mg,0.5 M H2SO4,20 mL,,,,,,,,,acid-washed FeMoNC-3-900,80.00,12.00,AIR,Fe-N4 and Mo-N4 bridged by shared N atoms in carbon matrix,2.6 Å,co catalytic fe mo dual atom sites for high efficiency electrochemical ammonia s.json,N,4,N,4,,,,,
1,"2,4,6-trihydroxybenzene-1,3,5-tricarbaldehyde (TP)",0.04 mmol,"[2,2'-bipyridine]-5,5'-diamine (BPY)",0.06 mmol,"N,N-Dimethylacetamide (DMAc)",0.7 mL,"1,2-Dichlorobenzene (o-DCB)",0.3 mL,aqueous acetic acid (6 M),0.1 mL,,,TP-BPY-COF,,,vacuum,Zn-Co dual sites in N-doped carbon matrix,2.85 Å,confined synthesis of dual atoms within pores of covalent organic frameworks for.json,N,4.2,N,3.8,,,,,120.00
2,TP-BPY-COF,20 mg,Zn(OAc)₂·2H₂O (zinc acetate dihydrate),20 mg / 5 mL,,,,,,,,,Zn²⁺@TP-BPY-COF,,,AIR,Zn-Co dual sites in N-doped carbon matrix,2.85 Å,confined synthesis of dual atoms within pores of covalent organic frameworks for.json,N,4.2,N,3.8,,,,,25.00
3,Zn²⁺@TP-BPY-COF,,2-methylimidazole,65 mg / 2 mL,,,,,,,,,ZIF-8@COF,,,AIR,Zn-Co dual sites in N-doped carbon matrix,2.85 Å,confined synthesis of dual atoms within pores of covalent organic frameworks for.json,N,4.2,N,3.8,,,,,25.00
4,ZIF-8/67@COF,as-prepared,,,,,,,,,,,C-Zn/Co₈₀₀,800.00,1.00,N₂,Zn-Co dual sites in N-doped carbon matrix,2.85 Å,confined synthesis of dual atoms within pores of covalent organic frameworks for.json,N,4.2,N,3.8,,,,,
1,Co(Ac)₂·4H₂O (cobalt(II) acetate tetrahydrate),,Ni(Ac)₂·4H₂O (nickel(II) acetate tetrahydrate),,L-glutamic acid (C₅H₉NO₄),,glucose monohydrate (C₆H₁₂O₆·H₂O),,melamine (C₃H₆N₆),,KOH,,Co/Ni‐SACs,60.00,,AIR,"Co-Ni dual single atoms on N,O-co-doped carbon",,coni dual single atom catalyst for electrocatalytic h sub 2 sub o sub 2 sub prod.json,"N, O",,"N, O",,,,,,
1,2-methyl imidazole (2-methylimidazole),1314 mg (16 mmol),Zn(NO3)2·6H2O (zinc(II) nitrate hexahydrate),1190 mg (4 mmol),Cu(NO3)2·3H2O (copper(II) nitrate trihydrate),96.6 mg (0.4 mmol),Ni(NO3)2·6H2O (nickel(II) nitrate hexahydrate),116.32 mg (0.4 mmol),CH3OH (methanol),45 mL total (15 mL + 30 mL),,,NiCu-ZIF,,,,Ni-N3 and Cu-N4 on N-doped carbon,,cooperative dual single atom nicu catalyst for highly selective.json,N,3,N,4,,,yes,1.00,25.00
2,NiCu-ZIF,as-prepared,,,,,,,,,,,NiCu-SACs/N-C,950.00,3.00,AR,Ni-N3 and Cu-N4 on N-doped carbon,,cooperative dual single atom nicu catalyst for highly selective.json,N,3,N,4,,,,,
1,PVDF (polyvinylidene fluoride),2.0 g,PVP (polyvinylpyrrolidone),0.111 g,"DMF (N,N-dimethylformamide)",9.27 mL,FeCo-N₄O C-3,0.2 g,,,,,FeCo-N₄O C-3-PVDF catalytic membrane,55.00,1.00,AIR,FeCo-N₄O,,coordination anions dimensionality engineered dual atom catalysts for enhanced f.json,"N, O",,"N, O",,,,yes,1.00,
1,dopamine (C8H11NO2),,"Ni salt (e.g., Ni(NO3)2 or NiCl2)",,,,,,,,,,Ni-doped polydopamine (Ni-PDA),,,AIR,Fe-Ni dual-atom sites on nitrogen-doped carbon,,current status and perspectives of dual atom catalysts towards sustainable energ.json,N,,N,,,,,,25.00
2,Ni-PDA,,Fe(NO3)3 (iron(III) nitrate nonahydrate),,n-hexane (C6H14),,,,,,,,Fe/Ni-PDA composite,,,AIR,Fe-Ni dual-atom sites on nitrogen-doped carbon,,current status and perspectives of dual atom catalysts towards sustainable energ.json,N,,N,,,,,,25.00
3,Fe/Ni-PDA composite,,,,,,,,,,,,Fe-NiNC,900.00,,AR,Fe-Ni dual-atom sites on nitrogen-doped carbon,,current status and perspectives of dual atom catalysts towards sustainable energ.json,N,,N,,,,,,
1,C6H12O6 (anhydrous glucose),144 mg,RuCl3 (ruthenium(III) chloride),6.81 mg,Ni(NO3)2·6H2O (nickel(II) nitrate hexahydrate),3.19 mg,(NH3OH)Cl (hydroxylammonium chloride),690 mg,"H2O-C2H5OH (deionized water-ethanol solution, 1:1 v/v)",80 mL,,,RuNi/NC,70.00,24.00,AR,Ru-Ni diatomic sites on N-doped carbon,,design of ru ni diatomic sites for efficient alkaline hydrogen oxidation.json,"N, C",,"N, C",,,,,,
1,mpg-C3N4 (mesoporous graphitic carbon nitride),500 mg,ethylenediamine,5 mg,platinum(II) iododimethylnitrate,5 mg,,,,,,,Pt2/mpg-C3N4,,,N2,Pt2 on mpg-C3N4,,dual atom pt heterogeneous catalyst with excellent catalytic.json,"N, C",,,,,,,,140.00
2,Pt2/mpg-C3N4,50 mg,benzaldehyde,1 mmol,isopropanol,10 mL,,,,,,,"Pt2/mpg-C3N4 (used for catalysis, no structural change)",120.00,9.00,H2,Pt2 on mpg-C3N4,,dual atom pt heterogeneous catalyst with excellent catalytic.json,"N, C",,,,,,,,
1,HMT (hexamethylenetetramine),,Melamine,,"2,4-dihydroxybenzoic acid (DA)",,sodium oleate (SO),,CaCl2 (calcium chloride anhydrous),,Pluronic P123,,Ca-HPS precursors,,,AIR,Ca2-N-HCS,3.371 Å,dual channel donation backdonation driven p p coupling in calcium dual atom cata.json,"N, O",,,,,,,,25.00
2,Ca-HPS precursors,,,,,,,,,,,,Ca-N-HCS,,,N2,Ca2-N-HCS,3.371 Å,dual channel donation backdonation driven p p coupling in calcium dual atom cata.json,"N, O",,,,,,,,900.00
3,Ca-N-HCS,,,,,,,,,,,,Ca2-N-HCS,900.00,3.00,N2,Ca2-N-HCS,3.371 Å,dual channel donation backdonation driven p p coupling in calcium dual atom cata.json,"N, O",,,,,,,,
1,TEOS (tetraethyl orthosilicate),,NH3·H2O (aqueous ammonia),,,,,,,,,,SiO2 nanospheres,,,AIR,Mo-Fe dual single atomic centers on C3N5,,dual functional single atomic mofe clusters decorated c3n5 via three electron pa.json,"N, C",,"N, C",,,,,,25.00
2,SiO2 nanospheres,10 mL solution,5-amino-1H-tetrazole,3.14 g,H2O (water),,,,,,,,SiO2@C3N5 precursor,,,AIR,Mo-Fe dual single atomic centers on C3N5,,dual functional single atomic mofe clusters decorated c3n5 via three electron pa.json,"N, C",,"N, C",,,,,,80.00
3,SiO2@C3N5 precursor,,,,,,,,,,,,bulk C3N5,,,AR,Mo-Fe dual single atomic centers on C3N5,,dual functional single atomic mofe clusters decorated c3n5 via three electron pa.json,"N, C",,"N, C",,,,,,400.00
4,bulk C3N5,,Mo precursor (not specified),,Fe precursor (not specified),,,,,,,,50-MoFe/C3N5,,,,Mo-Fe dual single atomic centers on C3N5,,dual functional single atomic mofe clusters decorated c3n5 via three electron pa.json,"N, C",,"N, C",,,,,,
1,NiCl2 (nickel chloride),1.43 g,Na3C6H5O7 (sodium citrate),3.3 g,K3[Fe(CN)6] (potassium ferricyanide),1.32 g,H2O (deionized water),400 mL total (200 mL + 200 mL),,,,,FeNi-MOF,,,AIR,Fe-Nx and Ni-Nx dual sites on N-doped carbon hollow cubes,,dual sites coordination engineering of single atom.json,N,,N,,,,,,25.00
2,FeNi-MOF,0.1 g,Tris-buffer solution (10 mM),100 mL,dopamine hydrochloride,0.05 g,,,,,,,FeNi-MOF/DPA,,,AIR,Fe-Nx and Ni-Nx dual sites on N-doped carbon hollow cubes,,dual sites coordination engineering of single atom.json,N,,N,,,,,,25.00
3,FeNi-MOF/DPA,,NH3 (ammonia gas),,,,,,,,,,FeNi NPs-NH3,500.00,2.00,NH3,Fe-Nx and Ni-Nx dual sites on N-doped carbon hollow cubes,,dual sites coordination engineering of single atom.json,N,,N,,,,,,
1,Al2O3,100 mg,CH2Cl2 (dichloromethane),5 mL,MeOH (methanol),15 mL,Pd₂ cluster,1.2 mg,CH2Cl2 (dichloromethane),10 mL,,,Pd₂/Al2O3,,,AIR,Pd₂,,dynamically precise constructing dual atom pd2 catalysta monodisperse catalyst w.json,"O, S, P",,,,,,,,25.00
2,Pd₂/Al2O3,,,,,,,,,,,,Pd₂ DAC,,,AR,Pd₂,,dynamically precise constructing dual atom pd2 catalysta monodisperse catalyst w.json,"O, S, P",,,,,,,,300.00
3,Al2O3,100 mg,Ar/H₂ (95%:5%),,,,,,,,,,Al2O3*,,,AR,Pd₂,,dynamically precise constructing dual atom pd2 catalysta monodisperse catalyst w.json,"O, S, P",,,,,,,,300.00
4,Al2O3*,100 mg,CH2Cl2 (dichloromethane),5 mL,MeOH (methanol),15 mL,Pd₂ cluster,1.2 mg,CH2Cl2 (dichloromethane),10 mL,,,Pd₂/Al2O3*,25.00,16.00,AIR,Pd₂,,dynamically precise constructing dual atom pd2 catalysta monodisperse catalyst w.json,"O, S, P",,,,,,,,
1,MoS₂-GF (graphene foam-supported MoS₂),4×4 cm²,,,,,,,,,,,V-MoS₂ (vacancy-rich MoS₂),,,AR,Cu₁Pt₁ on MoS₂,,electric bias induced reversible.json,S,,S,,,,,,25.00
2,V-MoS₂,,CuCl₂,2 mM in 0.1 M H₂SO₄,,,,,,,,,Cu₁-MoS₂,,,,Cu₁Pt₁ on MoS₂,,electric bias induced reversible.json,S,,S,,,,,,25.00
3,Cu₁-MoS₂,,H₂PtCl₆,0.5 mM in 0.1 M H₂SO₄,,,,,,,,,"Pt₁-MoS₂ (intermediate, not final DAC)",,,,Cu₁Pt₁ on MoS₂,,electric bias induced reversible.json,S,,S,,,,,,25.00
4,Cu₁-MoS₂,,H₂PtCl₆,0.5 mM in 0.1 M H₂SO₄,,,,,,,,,Cu₁Pt₁-MoS₂,25.00,,,Cu₁Pt₁ on MoS₂,,electric bias induced reversible.json,S,,S,,,,,,
1,Fe(Cp)2 (ferrocene),,MeCpPtMe3,,NCNT (nitrogen-doped carbon nanotubes),,,,,,,,Pt/Fe-DAC precursor,,,N2,Pt-Fe dimer,,engineering relative spatial structure of dual atomic sites with asymmetric coor.json,"N, C",,"N, C",,,,,,250.00
2,Pt/Fe-DAC precursor,,,,,,,,,,,,Pt/Fe-DAC,,,O2,Pt-Fe dimer,,engineering relative spatial structure of dual atomic sites with asymmetric coor.json,"N, C",,"N, C",,,,,,300.00
3,Fe-SAC,,MeCpPtMe3,,,,,,,,,,Pt1Fe1-TAC,250.00,0.25,N2,Pt-Fe dimer,,engineering relative spatial structure of dual atomic sites with asymmetric coor.json,"N, C",,"N, C",,,,,,
1,Fe-Co-PBA (Prussian blue analogue),0.1 g,H2O (deionized water),20 mL,carboxylation chitosan,0.8 g,adenine (C5H5N5),0.6 g,KOH,0.8 g,Pluronic P123 (PEO20PPO70PEO20),0.1 g,precursor composite,,,AIR,Fe-Co dual single atoms on N-doped carbon,2.5 Å,engineering synergetic fe co atomic pairs anchored on porous carbon for enhanced.json,N,,N,,,,yes,1.00,80.00
2,precursor composite,,,,,,,,,,,,pyrolyzed intermediate,,,N2,Fe-Co dual single atoms on N-doped carbon,2.5 Å,engineering synergetic fe co atomic pairs anchored on porous carbon for enhanced.json,N,,N,,,,,,800.00
3,pyrolyzed intermediate,,H2SO4 (sulfuric acid),"2 mol L⁻¹, 12 h leaching",,,,,,,,,Fe-Co-NC,25.00,12.00,AIR,Fe-Co dual single atoms on N-doped carbon,2.5 Å,engineering synergetic fe co atomic pairs anchored on porous carbon for enhanced.json,N,,N,,,,,,
1,Fe(NO3)3·9H2O (iron(III) nitrate nonahydrate),0.537 mmol,Zn(NO3)2·6H2O (zinc nitrate hexahydrate),9.473 mmol,2-methylimidazole,100 mmol,PVP (polyvinylpyrrolidone),0.086 mmol,,,,,ZnFe-ZIF,,,AIR,FeN3-CoN3,,fe co dual atom catalyst prepared by a defect confining nitrogen rich ion strate.json,N,3,N,3,,,,,60.00
2,ZnFe-ZIF,,,,,,,,,,,,defect-rich carbon matrix,,,N2,FeN3-CoN3,,fe co dual atom catalyst prepared by a defect confining nitrogen rich ion strate.json,N,3,N,3,,,,,900.00
3,defect-rich carbon matrix,60 mg,[Co(en)3]Cl·3H2O (tris(ethylenediamine)cobalt(III) chloride trihydrate),50 mg,H2O (deionized water),35 mL total (30 mL + 5 mL),,,,,,,FeCo-NC,80.00,1.00,N2,FeN3-CoN3,,fe co dual atom catalyst prepared by a defect confining nitrogen rich ion strate.json,N,3,N,3,,,,,
1,CuAu alloy,,TiO₂ (commercial),,,,,,,,,,CuAu-DAs-TiO₂,,,AR,CuAu-DAs (Cu-Au diatomic sites),subnanometer heteroatomic spacing,feni diatomic sites anchored on n doped carbon nanotubes for efficient oxygen re.json,"O, Ti",,"O, Ti",,,,,,
1,FeCuLCl₂@ZIF (brown powder),200 mg,,,,,,,,,,,FeCuLCl₂@ZIF precursor,,,AIR,FeCu diatomic site,,general synthesis of a diatomic catalyst library via a macrocyclic precursor med.json,,,,,,,,,25.00
